,intern_role,company_name,hiring_type,location,job_offer(LPA),duration(months),posted_time,early_applicant,apply_links,stipend_min,stipend_max
137,Video Editing,MastersHelp,1.0,Hyderabad,0.0,2.0,3,No,https://internshala.com/internship/detail/video-editing-internship-in-hyderabad-at-mastershelp1750415794,9100.0,10500
138,Sales and Marketing,Crafted By JOD,1.0,Ahmedabad,0.0,6.0,7,yes,https://internshala.com/internship/detail/sales-and-marketing-internship-in-ahmedabad-at-crafted-by-jod1749545180,3000.0,7000
139,WordPress Development,Zero Dimensions,1.0,Ahmedabad,0.0,6.0,4,No,https://internshala.com/internship/detail/wordpress-development-internship-in-ahmedabad-at-zero-dimensions1750393502,6000.0,8000
140,Video Editing/Making,Brands Jar,1.0,Pune,0.0,3.0,0,yes,https://internshala.com/internship/detail/video-editing-making-internship-in-pune-at-brands-jar1750681971,10000.0,20000
141,Graphic Design,Goodera,1.0,Bangalore,0.0,6.0,0,No,https://internshala.com/internship/detail/graphic-design-internship-in-bangalore-at-goodera1750682692,15000.0,20000
143,CS Articleship,"Rachana Maru Furia & Associates, Company Secretaries",1.0,Mumbai,0.0,24.0,7,yes,https://internshala.com/internship/detail/cs-articleship-internship-in-mumbai-at-rachana-maru-furia-associates-company-secretaries1749711591,10000.0,15000
144,Campus Ambassador,Parivestra,1.0,Vijayawada,0.0,3.0,14,yes,https://internshala.com/internship/detail/campus-ambassador-programme-at-parivestra1749468867,5000.0,10000
145,Sales and Marketing,Kunsh Cosmetics,1.0,Bangalore,0.0,6.0,3,No,https://internshala.com/internship/detail/sales-and-marketing-internship-in-bangalore-at-kunsh-cosmetics1750413025,12000.0,30000
146,Graphic Design,Thirumathi Herbal & Natural Products,1.0,Bangalore,0.0,3.0,3,No,https://internshala.com/internship/detail/graphic-design-internship-in-bangalore-at-thirumathi-herbal-natural-products1750418055,12000.0,16000
147,Video Editing/Making,360 Digital Idea,1.0,Delhi,0.0,6.0,0,No,https://internshala.com/internship/detail/video-editing-making-internship-in-delhi-at-360-digital-idea1750686110,5000.0,10000
148,Talent Acquisition,Grexa AI Private Limited,1.0,"NaviMumbai,Mumbai",0.0,3.0,3,No,https://internshala.com/internship/detail/talent-acquisition-internship-in-multiple-locations-at-grexa-ai-private-limited1750405711,10000.0,15000
149,E-Commerce Merchandising,Aashni + Co,1.0,Mumbai,0.0,6.0,3,No,https://internshala.com/internship/detail/e-commerce-merchandising-internship-in-mumbai-at-aashni-co1750406754,5000.0,10000
150,Search Engine Optimization (SEO),Grexa AI Private Limited,1.0,"NaviMumbai,Mumbai",8.0,3.0,3,No,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-multiple-locations-at-grexa-ai-private-limited1750406008,10000.0,15000
151,Business Development (Sales),Rex Fuels,1.0,Mumbai,0.0,6.0,3,No,https://internshala.com/internship/detail/business-development-sales-internship-in-mumbai-at-rex-fuels1750413171,15000.0,10000
152,Marketing,Nutrivative Foods Private Limited,1.0,Hyderabad,0.0,2.0,3,No,https://internshala.com/internship/detail/marketing-internship-in-hyderabad-at-nutrivative-foods-private-limited1750418794,10000.0,15000
153,Performance Marketing,1% Media,1.0,Ahmedabad,0.0,3.0,0,yes,https://internshala.com/internship/detail/performance-marketing-internship-in-ahmedabad-at-1-media1750680435,5000.0,15000
154,Digital Marketing,Regur Technology Solutions,1.0,Ahmedabad,0.0,6.0,7,No,https://internshala.com/internship/detail/digital-marketing-internship-in-ahmedabad-at-regur-technology-solutions1749544826,5000.0,7000
155,"Creative Content Creation – Photos, Reels & Ideas",Holidaysbox,1.0,"Thane,Mumbai",0.0,3.0,2,No,https://internshala.com/internship/detail/creative-content-creation--photos-reels-ideas-internship-in-multiple-locations-at-holidaysbox1750505723,7000.0,15000
156,Subject Matter Expert (SME),Gaurav Tiwari,1.0,Kanpur,0.0,3.0,14,No,https://internshala.com/internship/detail/subject-matter-expert-sme-internship-in-kanpur-at-gaurav-tiwari1749194033,12000.0,20000
157,Campus Ambassador,Parivestra,1.0,Patna,0.0,3.0,14,yes,https://internshala.com/internship/detail/campus-ambassador-programme-at-parivestra1749465067,5000.0,10000
158,Graphic Design,Think EBikeGO Private Limited,1.0,Mumbai,0.0,3.0,0,No,https://internshala.com/internship/detail/graphic-design-internship-in-mumbai-at-think-ebikego-private-limited1750674454,7000.0,12000
159,Social Media Marketing,Eduminatti,1.0,Dehradun,0.0,2.0,7,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-dehradun-at-eduminatti1749542264,2000.0,2500
160,Business Development (Sales),Adhivaha Private Limited,1.0,Kolkata,0.0,3.0,7,No,https://internshala.com/internship/detail/business-development-sales-internship-in-kolkata-at-adhivaha-private-limited1750076560,5001.0,10000
161,Telesales_Male,Kayakalp Enterprise,1.0,Noida,0.0,3.0,4,No,https://internshala.com/internship/detail/telesalesmale-internship-in-noida-at-kayakalp-enterprise1750326804,8000.0,12000
162,Ecommerce Management (Shopify),Qreative,1.0,Mumbai,0.0,3.0,1,No,https://internshala.com/internship/detail/ecommerce-management-shopify-internship-in-mumbai-at-qreative1750649554,7000.0,12000
163,Business Development (Sales),Graps Marketing Pvt Ltd,1.0,Bhopal,0.0,3.0,21,No,https://internshala.com/internship/detail/business-development-sales-internship-in-bhopal-at-graps-marketing-pvt-ltd1748406429,3000.0,4000
164,Administration,Ascent Foundation,1.0,"Thane,NaviMumbai,Mumbai",0.0,6.0,4,No,https://internshala.com/internship/detail/administration-internship-in-multiple-locations-at-ascent-foundation1750314232,7000.0,12000
165,Film Production,Lateral Works Studio,1.0,Vasai-Virar,3.0,6.0,4,No,https://internshala.com/internship/detail/film-production-internship-in-vasai-virar-at-lateral-works-studio1750336638,8000.0,10000
166,Corporate Sales,Scalar Tech Media Private Limited,1.0,Mumbai,0.0,3.0,4,No,https://internshala.com/internship/detail/corporate-sales-internship-in-mumbai-at-scalar-tech-media-private-limited1750334168,8000.0,12000
167,Business Development (Sales),Ascent Foundation,1.0,"Thane,NaviMumbai,Mumbai",0.0,6.0,4,No,https://internshala.com/internship/detail/business-development-sales-internship-in-multiple-locations-at-ascent-foundation1750327152,9000.0,12000
168,Business Development (Sales),A&B Digital,1.0,Mumbai,0.0,3.0,3,No,https://internshala.com/internship/detail/business-development-sales-internship-in-mumbai-at-a-b-digital1750399247,12501.0,32500
169,Customer Service/Customer Support,Paudhewale.com,1.0,Patna,0.0,3.0,14,No,https://internshala.com/internship/detail/part-time-customer-service-customer-support-internship-in-patna-at-paudhewalecom1749100398,4500.0,5000
170,Video Editing/Making,CollegeTips Ed Tech Media Private Limited,1.0,Bhopal,5.0,3.0,14,No,https://internshala.com/internship/detail/video-editing-making-internship-in-bhopal-at-collegetips-ed-tech-media-private-limited1749129735,2000.0,10000
171,Operations,CollegeTips Ed Tech Media Private Limited,1.0,Bhopal,5.0,3.0,14,No,https://internshala.com/internship/detail/operations-internship-in-bhopal-at-collegetips-ed-tech-media-private-limited1749129660,2000.0,10000
172,Marketing,CollegeTips Ed Tech Media Private Limited,1.0,Bhopal,5.0,3.0,14,No,https://internshala.com/internship/detail/marketing-internship-in-bhopal-at-collegetips-ed-tech-media-private-limited1749129685,2000.0,10000
173,Graphic Design,CollegeTips Ed Tech Media Private Limited,1.0,Bhopal,5.0,3.0,14,No,https://internshala.com/internship/detail/graphic-design-internship-in-bhopal-at-collegetips-ed-tech-media-private-limited1749129718,2000.0,10000
174,Digital Marketing,CollegeTips Ed Tech Media Private Limited,1.0,Bhopal,5.0,3.0,14,No,https://internshala.com/internship/detail/digital-marketing-internship-in-bhopal-at-collegetips-ed-tech-media-private-limited1749129672,2000.0,10000
175,Business Development (Sales),Brainstormm Kidskills Avenue,1.0,"Pune,Pimpri-Chinchwad,Kolhapur,Solapur,GoaVelha",0.0,2.0,5,No,https://internshala.com/internship/detail/business-development-sales-internship-in-multiple-locations-at-brainstormm-kidskills-avenue1750307744,7500.0,16000
176,Content Writing,CollegeTips Ed Tech Media Private Limited,1.0,Bhopal,5.0,3.0,14,No,https://internshala.com/internship/detail/content-writing-internship-in-bhopal-at-collegetips-ed-tech-media-private-limited1749129698,2000.0,10000
177,Customer Service/Customer Support,Find Your Kicks India,1.0,Ludhiana,0.0,2.0,21,No,https://internshala.com/internship/detail/customer-service-customer-support-internship-in-ludhiana-at-find-your-kicks-india1748435155,5000.0,10000
178,Graphic Design,Digital ROI,1.0,Pune,2.5,6.0,21,No,https://internshala.com/internship/detail/graphic-design-internship-in-pune-at-digital-roi1748340711,9000.0,10000
179,Business Development,Rumi India,1.0,Mumbai,0.0,6.0,4,No,https://internshala.com/internship/detail/business-development-internship-in-mumbai-at-rumi-india1750334386,6000.0,10000
180,Business Development (Sales),Green Palm - The Window Company,1.0,"Jaipur,Kota",0.0,3.0,7,No,https://internshala.com/internship/detail/business-development-sales-internship-in-multiple-locations-at-green-palm-the-window-company1749558975,4000.0,8000
181,CA Articleship,ELMPL,1.0,Gurgaon,0.0,36.0,6,yes,https://internshala.com/internship/detail/ca-articleship-internship-in-gurgaon-at-elmpl1750156510,10000.0,30000
182,Digital Marketing,Eduminatti,1.0,Dehradun,0.0,2.0,14,No,https://internshala.com/internship/detail/digital-marketing-internship-in-dehradun-at-eduminatti1749016148,2000.0,2100
183,Operations,Find Your Kicks India,1.0,Ludhiana,0.0,3.0,21,No,https://internshala.com/internship/detail/operations-internship-in-ludhiana-at-find-your-kicks-india1747913648,5000.0,10000
185,Campus Ambassador,Parivestra,1.0,Jaipur,0.0,3.0,14,yes,https://internshala.com/internship/detail/campus-ambassador-programme-at-parivestra1749464556,5000.0,10000
186,Human Resources (HR),CollegeTips Ed Tech Media Private Limited,1.0,Bhopal,5.0,3.0,14,No,https://internshala.com/internship/detail/human-resources-hr-internship-in-bhopal-at-collegetips-ed-tech-media-private-limited1749129435,2000.0,10000
187,Video Editing/Making,GrowthGear,1.0,Gurgaon,0.0,2.0,0,No,https://internshala.com/internship/detail/video-editing-making-internship-in-gurgaon-at-growthgear1750674908,10000.0,11000
188,Video Editing/Making,YDigital,1.0,Mumbai,0.0,6.0,7,No,https://internshala.com/internship/detail/video-editing-making-internship-in-mumbai-at-ydigital1750134051,3000.0,15000
189,Architecture,Myrrah Workplace,1.0,Bangalore,0.0,3.0,21,yes,https://internshala.com/internship/detail/architecture-internship-in-bangalore-at-myrrah-workplace1748840277,6000.0,7000
190,Business Development (Sales),Finzo Ventures Private Limited,1.0,Ahmedabad,5.0,2.0,7,No,https://internshala.com/internship/detail/business-development-sales-internship-in-ahmedabad-at-finzo-ventures-private-limited1749555915,10000.0,15000
191,Campus Ambassador,Parivestra,1.0,Ahmedabad,0.0,3.0,14,yes,https://internshala.com/internship/detail/campus-ambassador-programme-at-parivestra1749464573,5000.0,10000
192,E-Commerce Operations Manager & VA,Sustainable Incorporation Limited,1.0,Pune,0.0,6.0,3,No,https://internshala.com/internship/detail/part-time-e-commerce-operations-manager-va-internship-in-pune-at-sustainable-incorporation-limited1750414010,5000.0,8000
193,Human Resource Operations,Get Structured Consulting Services OPC Private Limited,1.0,Thane,0.0,3.0,1,No,https://internshala.com/internship/detail/human-resource-operations-internship-in-mumbai-at-get-structured-consulting-services-opc-private-limited1750654310,7000.0,8000
194,Marketing And Operations Assistant Intern,Olixir Gourmet Oil,1.0,Ahmedabad,0.0,6.0,21,No,https://internshala.com/internship/detail/marketing-and-operations-assistant-intern-internship-in-ahmedabad-at-olixir-gourmet-oil1748850082,5000.0,10000
195,Digital Marketing,IBOg Enterprise,1.0,Vadodara,0.0,3.0,6,No,https://internshala.com/internship/detail/digital-marketing-internship-in-vadodara-at-ibog-enterprise1750220566,7000.0,12000
196,Business Development (Sales),Sanskriti Mishra,1.0,"Pune,Wagholi",0.0,3.0,7,No,https://internshala.com/internship/detail/business-development-sales-internship-in-multiple-locations-at-sanskriti-mishra1749823103,4000.0,10000
197,Fashion Design And Merchandising,Poonam Mohta,1.0,Bangalore,3.0,3.0,4,No,https://internshala.com/internship/detail/fashion-design-and-merchandising-internship-in-bangalore-at-poonam-mohta1750319797,15000.0,25000
198,Digital Marketing,WhatsMarketing,1.0,Ahmedabad,0.0,3.0,14,No,https://internshala.com/internship/detail/part-time-digital-marketing-internship-in-ahmedabad-at-whatsmarketing1749466745,7000.0,17000
199,Social Media Marketing,IndoreHD,1.0,Indore,0.0,6.0,7,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-indore-at-indorehd1749645317,6000.0,8000
200,Business Development (Sales),Playto Labs,1.0,Bangalore,0.0,4.0,6,No,https://internshala.com/internship/detail/business-development-sales-internship-in-bangalore-at-playto-labs1750158269,5000.0,10000
201,Chartered Accountancy (CA),Taxcellence Corporate Advisory,1.0,Delhi,0.0,6.0,7,yes,https://internshala.com/internship/detail/chartered-accountancy-ca-internship-in-delhi-at-taxcellence-corporate-advisory1750067786,4000.0,7000
202,Business Development,Playto Labs,1.0,Bangalore,0.0,4.0,6,No,https://internshala.com/internship/detail/business-development-internship-in-bangalore-at-playto-labs1750160598,12000.0,15000
203,Sales,NestAway Technologies Private Limited,1.0,Bangalore,0.0,3.0,5,No,https://internshala.com/internship/detail/sales-internship-in-bangalore-at-nestaway-technologies-private-limited1750233005,10000.0,12000
204,Video Editing/Making,Right Health India,1.0,Mumbai,6.0,3.0,0,No,https://internshala.com/internship/detail/video-editing-making-internship-in-mumbai-at-right-health-india1750665696,8000.0,20000
205,Blog Writing,Confluencr,1.0,Bangalore,0.0,4.0,6,No,https://internshala.com/internship/detail/blog-writing-internship-in-bangalore-at-confluencr1750157925,12000.0,15000
206,Sales,CyberFrat,1.0,Mumbai,5.0,4.0,6,No,https://internshala.com/internship/detail/sales-internship-in-mumbai-at-cyberfrat1750164224,5000.0,8000
207,Business Development,Playto Labs,1.0,Bangalore,0.0,4.0,6,No,https://internshala.com/internship/detail/business-development-internship-in-bangalore-at-playto-labs1750158838,12000.0,15000
208,Product Merchandiser,BoxUp Luxury Gifting,1.0,Bangalore,0.0,6.0,5,No,https://internshala.com/internship/detail/product-merchandiser-internship-in-bangalore-at-boxup-luxury-gifting1750233340,5000.0,10000
209,Digital Marketing,PlatinumRx.in,1.0,Bangalore,0.0,6.0,6,No,https://internshala.com/internship/detail/digital-marketing-internship-in-bangalore-at-platinumrxin1750220492,10000.0,20000
210,Business Development (Sales),Scalar Tech Media Private Limited,1.0,Mumbai,0.0,3.0,5,No,https://internshala.com/internship/detail/business-development-sales-internship-in-mumbai-at-scalar-tech-media-private-limited1750232601,8000.0,12000
211,Sales and Marketing,JAM Campus Abroad,1.0,NaviMumbai,0.0,3.0,3,No,https://internshala.com/internship/detail/part-time-sales-and-marketing-internship-in-navi-mumbai-at-jam-campus-abroad1750412857,10100.0,13000
212,Graphic Design,Xsoln,1.0,Jaipur,0.0,4.0,14,No,https://internshala.com/internship/detail/graphic-design-internship-in-jaipur-at-xsoln1749448423,5000.0,7000
213,Videography,Eniacworld Media Private Limited,1.0,Delhi,0.0,3.0,0,No,https://internshala.com/internship/detail/part-time-videography-internship-in-delhi-at-eniacworld-media-private-limited1750671301,5000.0,10000
214,Graphic Design,Cleverhat Studios,1.0,Hyderabad,0.0,3.0,0,No,https://internshala.com/internship/detail/graphic-design-internship-in-hyderabad-at-cleverhat-studios1750680614,5000.0,10000
215,Content Research & Hook Line – Ghumo Jaipur,Eniacworld Media Private Limited,1.0,Jaipur,0.0,3.0,0,No,https://internshala.com/internship/detail/part-time-content-research-hook-line--ghumo-jaipur-internship-in-jaipur-at-eniacworld-media-private-limited1750671083,5000.0,10000
216,General Management,Movi Ecoserve Private Limited,1.0,Mumbai,0.0,6.0,7,No,https://internshala.com/internship/detail/general-management-internship-in-mumbai-at-movi-ecoserve-private-limited1750133492,5000.0,7000
217,Video Editing,Traya Health,1.0,Mumbai,0.0,3.0,1,No,https://internshala.com/internship/detail/video-editing-internship-in-mumbai-at-traya-health1750653181,5000.0,10000
